Id,CityName,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,Price,AveragePrice,AboveBelowAverage,PriceCategorization
M73000004-26227010,Collingwood,2,2,Rental,1125,24811,1,0,0,7,23,2100.0,684190.0,B,0-25000
M73000004-26227190,Kitchener,3,2,Condo,1192,256885,3,0,0,8,6,499000.0,462327.0,A,475000-500000
M73000004-26227249,St. Thomas,3,1,Single Family,1092,42840,0,0,0,9,16,450920.0,663122.0,B,450000-475000
M73000004-26227255,London,3,2,Single Family,1336,422324,47,1,1,307,92,649900.0,723548.0,B,600000-650000
M73000004-26227263,London,4,3,Rental,1776,422324,27,0,1,165,95,3500.0,723548.0,B,0-25000
M73000004-26227267,London,5,3,Single Family,2311,422324,0,0,0,0,0,1469000.0,723548.0,A,1400000-1500000
M73000004-26227337,Woodstock,2,1,Condo,658,46705,19,1,0,40,23,274900.0,636183.0,B,250000-275000
M73000004-26227338,London,3,2,Single Family,1151,422324,4,0,0,40,31,664900.0,723548.0,B,650000-700000
M73000004-26227371,Sault Ste. Marie,4,4,Single Family,2650,72051,12,1,1,14,27,975000.0,441782.0,A,950000-1000000
M73000004-26227419,Brantford,2,1,Rental,1740,104688,8,0,0,33,10,2150.0,635487.0,B,0-25000
M73000004-26227424,Stratford,2,2,Single Family,1353,33232,14,2,0,87,53,764497.0,779453.0,B,750000-800000
M73000004-26227425,Ingersoll,4,3,Single Family,1618,13693,3,1,0,15,15,906150.0,611997.0,A,900000-950000
M73000004-26227426,Kitchener,1,3,Single Family,1815,256885,5,1,0,37,20,1050000.0,462327.0,A,1000000-1100000
M73000004-26227427,London,5,3,Multi-Family,2470,422324,2,0,0,89,16,809900.0,723548.0,A,800000-850000
M73000004-26227428,London,4,2,Single Family,1500,422324,43,1,0,75,61,677740.0,723548.0,B,650000-700000
M73000004-26227429,Burlington,5,2,Single Family,1631,186948,10,0,0,42,32,899500.0,1105905.0,B,850000-900000
M73000004-26227431,Niagara-on-the-Lake,3,3,Single Family,2285,19088,0,0,0,31,58,2199999.0,1722842.0,A,2000000-2500000
M73000004-26227432,Hamilton,5,2,Multi-Family,2218,11059,4,0,0,33,15,849900.0,587574.0,A,800000-850000
M73000004-26227434,Huntsville,3,1,Rental,1146,21147,4,0,0,16,22,3611.0,855364.0,B,0-25000
M73000004-26227443,Hamilton,5,2,Single Family,2780,11059,0,0,0,0,0,1961900.0,587574.0,A,1900000-2000000
M73000004-26227444,Hamilton,5,3,Single Family,1290,11059,4,1,0,52,13,749000.0,587574.0,A,700000-750000
M73000004-26227447,Hamilton,4,2,Single Family,1123,11059,11,0,0,64,40,713233.0,587574.0,A,750000-800000
M73000004-26227450,Tecumseh,2,2,Rental,1130,23300,1,0,0,0,0,2475.0,514704.0,B,0-25000
M73000004-26227458,Tecumseh,2,2,Rental,1130,23300,1,0,0,0,0,2300.0,514704.0,B,0-25000
M73000004-26227484,Welland,3,3,Rental,1352,55750,15,1,0,71,43,2400.0,517843.0,B,0-25000
M73000004-26227487,Oakville,2,3,Rental,1386,213759,30,1,0,65,102,3600.0,1140305.0,B,0-25000
M73000004-26227502,Cambridge,3,2,Single Family,1407,138479,0,0,0,0,0,934999.0,721203.0,A,900000-950000
M73000004-26227504,Cambridge,4,3,Single Family,2258,138479,0,0,0,0,0,1209999.0,721203.0,A,1200000-1300000
M73000004-26227516,Milton,2,2,Rental,831,132979,6,0,0,34,19,2936.0,903023.0,B,0-25000
M73000004-26227523,Barrie,4,4,Single Family,2688,147829,15,0,0,4,42,999900.0,554117.0,A,950000-1000000
M73000004-26227524,Barrie,4,2,Rental,1133,147829,15,1,0,38,38,2450.0,554117.0,B,0-25000
M73000004-26227541,Cambridge,3,3,Single Family,1555,138479,0,0,0,0,0,899999.0,721203.0,A,850000-900000
M73000004-26227543,Waterloo,3,2,Rental,1624,121436,0,1,1,91,20,3250.0,518598.0,B,0-25000
M73000004-26227564,Hamilton,5,4,Multi-Family,2425,11059,3,1,0,42,14,1649000.0,587574.0,A,1600000-1700000
M73000004-26227570,London,4,3,Single Family,3131,422324,4,0,1,40,32,1325000.0,723548.0,A,1300000-1400000
M73000004-26227581,St. Catharines,1,1,Rental,600,136803,4,0,0,68,22,1250.0,654102.0,B,0-25000
M73000004-26227582,St. Catharines,2,2,Condo,1200,136803,14,0,1,136,35,545000.0,654102.0,B,500000-550000
M73000004-26227584,Collingwood,2,2,Rental,950,24811,3,0,0,28,32,2377.0,684190.0,B,0-25000
M73000004-26227587,Collingwood,2,2,Condo,1020,24811,3,0,0,28,32,9000.0,684190.0,B,0-25000
M73000004-26227588,Orillia,3,1,Single Family,1025,33411,9,1,0,42,19,512450.0,647203.0,B,500000-550000
M73000004-26227589,Brampton,3,3,Single Family,1600,656480,17,1,0,71,30,1099900.0,613476.0,A,1000000-1100000
M73000004-26227590,Milton,2,2,Rental,1000,132979,32,1,0,158,77,2800.0,903023.0,B,0-25000
M73000004-26227601,Kitchener,2,2,Condo,827,256885,4,0,0,14,5,279900.0,462327.0,B,275000-300000
M73000004-26227633,Thunder Bay,3,1,Single Family,1440,108843,0,0,0,0,0,249900.0,453591.0,B,225000-250000
M73000004-26227636,Mississauga,3,2,Single Family,1572,717961,8,0,0,22,18,1579000.0,676275.0,A,1500000-1600000
M73000004-26227643,Guelph,3,2,Single Family,1337,143740,10,0,0,23,34,585855.0,678352.0,B,550000-600000
M73000004-26227649,London,4,2,Single Family,1410,422324,6,0,0,47,23,759000.0,723548.0,A,750000-800000
M73000004-26227657,Niagara Falls,7,4,Multi-Family,1810,94415,4,0,0,6,2,2099900.0,597642.0,A,2000000-2500000
M73000004-26227658,St. Catharines,3,4,Single Family,1911,136803,10,0,1,57,36,1899900.0,654102.0,A,1800000-1900000
M73000004-26227668,Milton,3,3,Rental,1835,132979,33,1,0,104,77,3500.0,903023.0,B,0-25000
M73000004-26227670,Hamilton,1,2,Condo,781,11059,3,0,0,133,29,379999.0,587574.0,B,375000-400000
M73000004-26227671,Fort Erie,0,0,Rental,700,32901,2,0,0,24,8,1370.0,767331.0,B,0-25000
M73000004-26227673,Hamilton,4,2,Single Family,2780,11059,0,0,0,0,0,1960900.0,587574.0,A,1900000-2000000
M73000004-26227701,London,4,2,Single Family,2331,422324,0,0,0,0,0,913015.0,723548.0,A,900000-950000
M73000004-26227730,Brantford,3,2,Single Family,1206,104688,2,0,0,13,6,849900.0,635487.0,A,800000-850000
M73000004-26227734,Welland,3,1,Condo,1000,55750,8,0,0,17,23,443737.0,517843.0,B,375000-400000
M73000004-26227738,Kingston,3,2,Single Family,1036,132485,16,1,0,18,40,592122.0,720402.0,B,550000-600000
M73000004-26227758,Kitchener,1,1,Single Family,455,256885,9,0,0,66,16,325000.0,462327.0,B,300000-325000
M73000004-26227784,Barrie,4,4,Single Family,2201,147829,21,0,0,34,60,1025000.0,554117.0,A,1000000-1100000
M73000004-26227785,Barrie,2,2,Rental,830,147829,21,1,0,99,50,2475.0,554117.0,B,0-25000
M73000004-26227904,Kingston,3,2,Condo/Townhome,1300,132485,3,1,0,7,16,389000.0,720402.0,B,375000-400000
M73000004-26227942,Kitchener,2,2,Condo,803,256885,4,0,0,47,21,469000.0,462327.0,A,450000-475000
M73000004-26227943,Kitchener,2,3,Rental,1157,256885,36,0,0,146,91,2600.0,462327.0,B,0-25000
M73000004-26228080,Georgian Bluffs,2,2,Single Family,1000,11100,0,0,0,0,0,879000.0,938430.0,B,850000-900000
M73000004-26228083,Guelph,5,2,Single Family,995,143740,34,1,1,141,62,812450.0,678352.0,A,750000-800000
M73000004-26228095,Burlington,1,1,Rental,804,186948,9,0,0,31,30,2800.0,1105905.0,B,0-25000
M73000004-26228097,Kingston,4,1,Single Family,1408,132485,11,0,0,8,24,389900.0,720402.0,B,375000-400000
M73000004-26228108,Barrie,4,4,Single Family,3323,147829,11,1,0,17,23,1697000.0,554117.0,A,1600000-1700000
M73000004-26228109,Orillia,4,2,Single Family,1277,33411,9,1,0,47,19,719900.0,647203.0,A,700000-750000
M73000004-26228166,Mississauga,8,6,Single Family,3780,717961,11,0,0,57,41,2348000.0,676275.0,A,2000000-2500000
M73000004-26228169,London,3,3,Rental,1200,422324,11,1,0,46,18,2500.0,723548.0,B,0-25000
M73000004-26228170,Cambridge,6,2,Multi-Family,1750,138479,2,0,0,18,18,995900.0,721203.0,A,950000-1000000
M73000004-26228171,Cambridge,4,2,Multi-Family,1123,138479,13,0,0,51,35,625000.0,721203.0,B,600000-650000
M73000004-26228175,London,3,1,Single Family,1506,422324,6,1,0,45,20,479900.0,723548.0,B,475000-500000
M73000004-26228178,Barrie,2,2,Condo,1614,147829,2,0,0,58,19,1299900.0,554117.0,A,1200000-1300000
M73000004-26228181,Niagara Falls,2,1,Condo,840,94415,5,0,0,5,1,445000.0,597642.0,B,425000-450000
M73000004-26228189,Port Colborne,3,2,Single Family,1850,20033,0,0,0,0,0,699850.0,669084.0,A,650000-700000
M73000004-26228191,Cambridge,2,1,Rental,577,138479,10,0,0,116,34,2000.0,721203.0,B,0-25000
M73000004-26228192,Cambridge,1,1,Rental,556,138479,10,0,0,116,34,1950.0,721203.0,B,0-25000
M73000004-26228193,Cambridge,1,1,Rental,646,138479,10,0,0,116,34,2000.0,721203.0,B,0-25000
M73000004-26228194,Cambridge,1,1,Rental,646,138479,10,0,0,116,34,1925.0,721203.0,B,0-25000
M73000004-26228196,Burlington,3,3,Single Family,1441,186948,8,0,0,26,20,984000.0,1105905.0,B,950000-1000000
M73000004-26228198,Hamilton,2,1,Single Family,770,11059,15,1,0,142,44,634200.0,587574.0,A,650000-700000
M73000004-26228201,London,3,2,Single Family,790,422324,15,1,0,45,17,429900.0,723548.0,B,425000-450000
M73000004-26228203,Hamilton,1,1,Rental,1380,11059,3,0,0,17,7,1664.0,587574.0,B,0-25000
M73000004-26228205,Burlington,2,1,Rental,737,186948,0,0,0,54,7,2900.0,1105905.0,B,0-25000
M73000004-26228206,Hamilton,3,3,Rental,2310,11059,3,0,0,104,29,3044.0,587574.0,B,0-25000
M73000004-26228208,Hamilton,2,1,Condo,740,11059,4,0,0,6,8,504619.0,587574.0,B,500000-550000
M73000004-26228256,Burlington,4,3,Single Family,2266,186948,10,0,0,34,27,1349900.0,1105905.0,A,1300000-1400000
M73000004-26228257,Tay,3,2,Single Family,1432,11091,0,0,0,0,0,999997.0,728328.0,A,950000-1000000
M73000004-26228260,Kitchener,3,2,Multi-Family,15000,256885,37,0,0,164,86,3150000.0,462327.0,A,3000000-3500000
M73000004-26228262,Kitchener,3,1,Rental,1300,256885,11,0,0,51,50,2500.0,462327.0,B,0-25000
M73000004-26228269,Toronto,1,1,Condo,640,2794356,2,0,0,79,6,595000.0,529408.0,A,550000-600000
M73000004-26228274,Burlington,3,2,Single Family,1203,186948,8,0,0,48,26,1074999.0,1105905.0,B,1000000-1100000
M73000004-26228289,Woodstock,3,2,Single Family,1600,46705,2,1,0,3,7,574900.0,636183.0,B,550000-600000
M73000004-26228299,Burlington,1,1,Rental,844,186948,2,0,0,41,11,2639.0,1105905.0,B,0-25000
M73000004-26228300,Oakville,1,1,Rental,648,213759,30,1,0,67,102,2475.0,1140305.0,B,0-25000
M73000004-26228303,Kingston,5,2,Single Family,1159,132485,17,0,0,89,25,694900.0,720402.0,B,650000-700000
M73000004-26228304,London,2,1,Rental,891,422324,7,1,0,27,17,1790.0,723548.0,B,0-25000
M73000004-26228310,St. Thomas,5,6,Single Family,3326,42840,0,0,0,0,0,1750000.0,663122.0,A,1700000-1800000
M73000004-26228315,Brantford,3,3,Single Family,1705,104688,0,0,0,0,0,699900.0,635487.0,A,650000-700000
M73000004-26228324,Port Colborne,3,2,Single Family,1176,20033,3,0,0,30,18,549900.0,669084.0,B,500000-550000
M73000004-26228328,Athens,2,3,Single Family,1512,3042,0,0,0,0,0,249900.0,527225.0,B,225000-250000
M73000004-26228342,Central Huron,4,2,Single Family,2008,7799,0,0,0,0,0,949000.0,1421580.0,B,900000-950000
M73000004-26228351,Oakville,6,4,Single Family,3129,213759,25,1,0,78,100,2599999.0,1140305.0,A,2500000-3000000
M73000004-26228362,London,4,3,Single Family,1148,422324,14,0,0,37,41,649900.0,723548.0,B,600000-650000
M73000004-26228364,London,5,4,Single Family,2152,422324,0,0,0,0,0,982000.0,723548.0,A,950000-1000000
M73000004-26228377,Hamilton,3,2,Single Family,1804,11059,2,0,0,12,8,512400.0,587574.0,B,500000-550000
M73000004-26228380,Hamilton,4,3,Single Family,1930,11059,8,0,0,39,15,899900.0,587574.0,A,850000-900000
M73000004-26228396,St. Catharines,2,2,Condo,1157,136803,2,0,1,44,20,429511.0,654102.0,B,425000-450000
M73000004-26228398,Kingston,3,2,Single Family,1100,132485,0,1,0,8,7,477900.0,720402.0,B,475000-500000
M73000004-26228400,Mississauga,3,3,Condo,1695,717961,3,0,0,26,7,1373828.0,676275.0,A,1300000-1400000
M73000004-26228408,Hanover,3,3,Single Family,1500,7967,2,0,0,9,5,541195.0,697130.0,B,500000-550000
M73000004-26228417,Thunder Bay,2,2,Single Family,820,108843,13,1,1,39,56,319900.0,453591.0,B,300000-325000
M73000004-26228418,Thunder Bay,3,2,Single Family,881,108843,12,1,1,31,41,229900.0,453591.0,B,225000-250000
M73000004-26228626,London,5,4,Single Family,2325,422324,27,0,1,81,74,1048500.0,723548.0,A,1000000-1100000
M73000004-26228627,London,4,2,Single Family,738,422324,6,1,0,42,19,449900.0,723548.0,B,425000-450000
M73000004-26228646,Barrie,4,3,Single Family,1510,147829,27,1,0,117,64,969000.0,554117.0,A,950000-1000000
M73000004-26228678,Fort Erie,2,2,Single Family,1214,32901,0,0,0,7,32,699900.0,767331.0,B,650000-700000
M73000004-26228689,Burlington,4,4,Single Family,2081,186948,1,0,0,8,6,1275000.0,1105905.0,A,1200000-1300000
M73000004-26228779,Cambridge,1,1,Condo,1016,138479,3,0,0,23,15,439900.0,721203.0,B,425000-450000
M73000004-26228780,Cambridge,3,3,Single Family,1893,138479,28,0,0,69,56,799900.0,721203.0,A,750000-800000
M73000004-26228781,Waterloo,3,1,Rental,1050,121436,8,0,0,22,20,2500.0,518598.0,B,0-25000
M73000004-26228783,Barrie,3,2,Condo,1291,147829,22,1,0,161,51,606757.0,554117.0,A,600000-650000
M73000004-26228784,Innisfil,2,2,Single Family,1080,43326,6,0,0,24,53,439900.0,967822.0,B,425000-450000
M73000004-26228835,Hamilton,3,1,Rental,740,11059,4,0,0,13,6,2700.0,587574.0,B,0-25000
M73000004-26228895,St. Catharines,2,1,Single Family,1012,136803,9,0,1,115,33,449000.0,654102.0,B,425000-450000
M73000004-26228896,Brantford,3,2,Single Family,1034,104688,17,1,0,45,26,683043.0,635487.0,A,650000-700000
M73000004-26228936,London,3,1,Single Family,1232,422324,4,0,0,31,19,450278.0,723548.0,B,475000-500000
M73000004-26228938,Port Colborne,3,2,Single Family,1950,20033,6,0,0,4,24,913754.0,669084.0,A,950000-1000000
M73000004-26229013,Innisfil,2,1,Single Family,840,43326,6,0,0,24,53,325000.0,967822.0,B,300000-325000
M73000004-26229053,Welland,0,1,Single Family,3150,55750,8,0,0,19,26,399000.0,517843.0,B,375000-400000
M73000004-26229054,Welland,4,3,Rental,2300,55750,0,0,0,0,0,2600.0,517843.0,B,0-25000
M73000004-26229055,Burlington,2,2,Condo,1242,186948,4,0,0,8,8,679888.0,1105905.0,B,650000-700000
M73000004-26229056,Thorold,3,2,Single Family,1350,23816,3,0,0,13,24,510935.0,501041.0,A,500000-550000
M73000004-26229057,Hamilton,4,3,Single Family,2244,11059,12,0,0,57,22,1080000.0,587574.0,A,1000000-1100000
M73000004-26229076,Cambridge,3,2,Rental,1490,138479,4,0,0,8,16,2733.0,721203.0,B,0-25000
M73000004-26229214,St. Catharines,3,2,Single Family,925,136803,3,0,0,23,12,430000.0,654102.0,B,425000-450000
M73000004-26229296,Burlington,1,1,Rental,800,186948,2,0,0,2,7,1700.0,1105905.0,B,0-25000
M73000004-26229297,Lincoln,4,2,Rental,1140,25719,0,0,0,3,9,3500.0,1173538.0,B,0-25000
M73000004-26229298,Hamilton,3,2,Single Family,926,11059,16,1,0,207,46,716567.0,587574.0,A,700000-750000
M73000004-26229299,Hamilton,2,2,Single Family,932,11059,3,0,0,17,7,634900.0,587574.0,A,600000-650000
M73000004-26229318,Guelph,3,4,Single Family,1697,143740,23,0,1,79,69,849900.0,678352.0,A,800000-850000
M73000004-26229328,Thorold,5,3,Single Family,1980,23816,5,0,0,5,50,853000.0,501041.0,A,850000-900000
M73000004-26229329,Milton,2,3,Rental,1100,132979,11,0,0,54,51,2916.0,903023.0,B,0-25000
M73000004-26229390,Hamilton,5,2,Single Family,1233,11059,3,0,0,27,10,753894.0,587574.0,A,750000-800000
M73000004-26229397,Niagara Falls,2,1,Single Family,1066,94415,3,0,0,6,2,499100.0,597642.0,B,500000-550000
M73000004-26229398,Waterloo,5,1,Single Family,1060,121436,4,0,1,44,30,575000.0,518598.0,A,550000-600000
M73000004-26229400,Kitchener,3,2,Rental,1100,256885,3,0,0,20,28,2900.0,462327.0,B,0-25000
M73000004-26229401,Cambridge,3,2,Rental,1535,138479,34,0,0,173,68,2850.0,721203.0,B,0-25000
M73000004-26229501,Barrie,4,2,Single Family,1517,147829,5,1,0,34,15,799500.0,554117.0,A,750000-800000
M73000004-26229504,Kitchener,4,3,Single Family,1183,256885,1,0,0,14,31,701917.0,462327.0,A,650000-700000
M73000004-26229565,Kitchener,4,3,Multi-Family,1183,256885,10,0,0,88,56,699476.0,462327.0,A,650000-700000
M73000004-26229574,Barrie,3,2,Single Family,1153,147829,7,0,0,10,32,648800.0,554117.0,A,600000-650000
M73000004-26229692,Kitchener,1,1,Rental,589,256885,4,0,0,13,20,2000.0,462327.0,B,0-25000
M73000004-26229695,Essa,3,3,Single Family,1292,22970,0,0,0,0,1,599000.0,1206600.0,B,550000-600000
M73000004-26229696,Kitchener,3,2,Single Family,1199,256885,7,0,0,42,28,649900.0,462327.0,A,600000-650000
M73000004-26229697,Kitchener,4,3,Single Family,3420,256885,8,1,0,26,23,1499900.0,462327.0,A,1400000-1500000
M73000004-26229699,Burlington,3,4,Condo,2250,186948,11,0,0,31,28,849900.0,1105905.0,B,800000-850000
M73000004-26229711,Welland,4,3,Single Family,2082,55750,0,0,0,0,0,729900.0,517843.0,A,700000-750000
M73000004-26229714,Kitchener,3,3,Single Family,1460,256885,3,0,0,10,6,799900.0,462327.0,A,750000-800000
M73000004-26229806,Cambridge,3,3,Single Family,1500,138479,30,0,0,82,58,799900.0,721203.0,A,750000-800000
M73000004-26229807,Kitchener,3,4,Single Family,1408,256885,23,0,0,64,74,599000.0,462327.0,A,550000-600000
M73000004-26229810,Barrie,1,1,Condo,770,147829,7,1,0,79,28,476043.0,554117.0,B,475000-500000
M73000004-26229824,Waterloo,2,1,Single Family,811,121436,15,1,2,152,66,265000.0,518598.0,B,250000-275000
M73000004-26229827,St. Catharines,3,2,Single Family,1160,136803,8,0,0,49,26,678200.0,654102.0,A,650000-700000
M73000004-26229828,Port Colborne,3,2,Single Family,897,20033,6,0,0,4,24,664948.0,669084.0,B,650000-700000
M73000004-26229829,Niagara Falls,2,3,Condo,1460,94415,10,0,0,20,19,699000.0,597642.0,A,650000-700000
M73000004-26229830,Guelph,3,2,Single Family,1340,143740,8,0,1,63,32,899000.0,678352.0,A,850000-900000
M73000004-26229887,Kingston,12,4,Multi-Family,3140,132485,1,0,1,40,12,2175000.0,720402.0,A,2000000-2500000
M73000004-26229889,Kitchener,2,1,Rental,2012,256885,37,0,0,146,93,2200.0,462327.0,B,0-25000
M73000004-26229892,London,4,4,Rental,2400,422324,6,0,0,64,18,3740.0,723548.0,B,0-25000
M73000004-26229903,St. Thomas,3,3,Single Family,1489,42840,0,0,0,7,15,569757.0,663122.0,B,550000-600000
M73000004-26229905,St. Catharines,5,2,Single Family,1000,136803,3,0,0,40,12,749900.0,654102.0,A,700000-750000
M73000004-26229906,The Blue Mountains,4,4,Single Family,2559,9390,0,0,0,24,69,19167.0,1150137.0,B,25000-50000
M73000004-26229907,Collingwood,2,2,Single Family,1250,24811,5,1,0,66,32,134900.0,684190.0,B,125000-150000
M73000004-26229909,Cambridge,2,1,Single Family,1200,138479,9,0,0,51,38,703498.0,721203.0,B,700000-750000
M73000004-26229910,Kingston,3,1,Single Family,1178,132485,6,0,1,64,28,575000.0,720402.0,B,550000-600000
M73000004-26229911,Gananoque,5,3,Single Family,1859,5383,3,0,0,29,4,599900.0,960269.0,B,550000-600000
M73000004-26229918,Gananoque,3,2,Single Family,1411,5383,0,0,0,0,0,463650.0,960269.0,B,450000-475000
M73000004-26229919,Owen Sound,3,1,Single Family,1420,21612,0,0,0,0,0,499000.0,563743.0,B,475000-500000
M73000004-26229923,Mulmur,6,6,Single Family,2350,3571,0,0,0,0,0,1699999.0,1417575.0,A,1600000-1700000
M73000004-26229927,Orillia,4,3,Single Family,2431,33411,6,1,0,16,25,849900.0,647203.0,A,800000-850000
M73000004-26229928,Huntsville,3,1,Single Family,1466,21147,0,0,0,0,0,599900.0,855364.0,B,550000-600000
M73000004-26229936,Windsor,2,1,Rental,965,229660,15,0,0,17,48,1750.0,390530.0,B,0-25000
M73000004-26229937,Lakeshore,4,3,Single Family,1590,40410,0,0,0,0,0,699999.0,1352250.0,B,650000-700000
M73000004-26229938,London,3,2,Single Family,1399,422324,19,0,0,51,46,749900.0,723548.0,A,700000-750000
M73000004-26229939,London,3,2,Rental,2100,422324,8,0,0,23,26,2650.0,723548.0,B,0-25000
M73000004-26229958,Kingston,2,4,Single Family,1495,132485,7,1,0,16,24,899000.0,720402.0,A,850000-900000
M73000004-26229968,Guelph,2,3,Single Family,1906,143740,16,0,1,55,67,1013333.0,678352.0,A,1000000-1100000
M73000004-26230004,Kitchener,2,1,Single Family,1061,256885,10,0,0,82,39,549900.0,462327.0,A,500000-550000
M73000004-26230028,London,4,3,Single Family,1354,422324,5,0,0,4,21,739999.0,723548.0,A,750000-800000
M73000004-26230031,Grimsby,2,3,Single Family,1300,28883,1,0,0,3,7,669000.0,738305.0,B,650000-700000
M73000004-26230036,London,3,2,Single Family,914,422324,5,0,0,23,34,529900.0,723548.0,B,500000-550000
M73000004-26230042,St. Catharines,3,2,Condo/Townhome,1260,136803,27,0,1,177,51,474900.0,654102.0,B,450000-475000
M73000004-26230043,South River,3,2,Single Family,1050,1101,2,0,0,4,9,299000.0,841915.0,B,275000-300000
M73000004-26230044,Toronto,3,2,Condo,1266,2794356,4,3,2,63,153,1875000.0,529408.0,A,1800000-1900000
M73000004-26230046,Belleville,5,3,Single Family,1950,55071,17,1,0,70,44,699000.0,532861.0,A,650000-700000
M73000004-26230057,Hamilton,4,3,Single Family,1808,11059,13,0,0,42,18,799900.0,587574.0,A,750000-800000
M73000004-26230058,St. Catharines,3,3,Rental,1800,136803,0,0,0,0,0,2675.0,654102.0,B,0-25000
M73000004-26230059,Wasaga Beach,4,3,Single Family,2658,24862,2,0,0,0,18,1199900.0,607191.0,A,1100000-1200000
M73000004-26230065,St. Catharines,3,2,Single Family,1221,136803,12,0,1,92,29,449900.0,654102.0,B,425000-450000
M73000004-26230068,Hamilton,4,3,Single Family,1400,11059,5,0,0,66,20,849900.0,587574.0,A,800000-850000
M73000004-26230070,Burlington,4,2,Single Family,1120,186948,3,0,0,7,9,999900.0,1105905.0,B,950000-1000000
M73000004-26230071,Hamilton,2,2,Condo,927,11059,2,0,0,138,28,399900.0,587574.0,B,375000-400000
M73000004-26230073,St. Catharines,2,2,Condo,1218,136803,1,0,0,51,21,999000.0,654102.0,A,950000-1000000
M73000004-26230077,Windsor,4,3,Single Family,1409,229660,0,0,0,0,0,699900.0,390530.0,A,650000-700000
M73000004-26230089,London,3,2,Single Family,1018,422324,8,0,0,133,41,625000.0,723548.0,B,600000-650000
M73000004-26230100,St. Catharines,3,1,Rental,1077,136803,2,0,0,42,11,2500.0,654102.0,B,0-25000
M73000004-26230101,St. Catharines,3,2,Single Family,1035,136803,6,0,0,72,28,769900.0,654102.0,A,750000-800000
M73000004-26230102,Welland,6,2,Single Family,1035,55750,15,1,0,60,43,649900.0,517843.0,A,600000-650000
M73000004-26230103,London,3,1,Single Family,1180,422324,1,0,1,48,19,474900.0,723548.0,B,450000-475000
M73000004-26230106,Sarnia,2,2,Single Family,1250,72047,0,1,0,9,5,465525.0,626337.0,B,450000-475000
M73000004-26230109,Cambridge,3,2,Single Family,1164,138479,11,0,0,22,37,871377.0,721203.0,A,850000-900000
M73000004-26230114,Barrie,4,2,Single Family,1261,147829,7,0,0,19,33,849900.0,554117.0,A,800000-850000
M73000004-26230121,Guelph,1,1,Rental,655,143740,6,0,0,98,17,1913.0,678352.0,B,0-25000
M73000004-26230122,London,3,4,Single Family,1824,422324,15,1,0,36,31,850000.0,723548.0,A,800000-850000
M73000004-26230126,Kitchener,3,3,Single Family,1780,256885,36,0,0,154,87,899900.0,462327.0,A,850000-900000
M73000004-26230128,Cambridge,3,2,Condo,1215,138479,0,0,0,0,0,400000.0,721203.0,B,375000-400000
M73000004-26230131,Orillia,4,3,Single Family,1413,33411,5,1,0,68,18,549900.0,647203.0,B,500000-550000
M73000004-26230135,Fort Erie,3,2,Single Family,1495,32901,0,0,0,9,32,930000.0,767331.0,A,900000-950000
M73000004-26230137,Woodstock,6,3,Multi-Family,1512,46705,5,1,0,7,9,655500.0,636183.0,A,650000-700000
M73000004-26230144,London,3,2,Condo,1260,422324,50,1,0,197,78,449900.0,723548.0,B,425000-450000
M73000004-26230145,London,1,1,Condo,780,422324,21,0,0,57,52,389000.0,723548.0,B,375000-400000
M73000004-26230147,Welland,2,1,Rental,1089,55750,6,1,0,58,30,2067.0,517843.0,B,0-25000
M73000004-26230148,Niagara Falls,4,2,Single Family,1681,94415,8,0,0,45,45,849900.0,597642.0,A,800000-850000
M73000004-26230149,Welland,2,1,Rental,1089,55750,6,1,0,58,30,2100.0,517843.0,B,0-25000
M73000004-26230156,Cambridge,3,2,Rental,1119,138479,30,0,0,147,69,2421.0,721203.0,B,0-25000
M73000004-26230158,Kingston,4,2,Single Family,1035,132485,18,0,0,34,28,549999.0,720402.0,B,500000-550000
M73000004-26230159,Tweed,3,3,Single Family,2014,6067,0,0,0,0,0,1199999.0,691815.0,A,1100000-1200000
M73000004-26230161,Kitchener,1,1,Rental,603,256885,4,0,0,14,22,2000.0,462327.0,B,0-25000
M73000004-26230162,Waterloo,4,4,Single Family,1973,121436,15,1,2,76,64,938286.0,518598.0,A,950000-1000000
M73000004-26230181,Oakville,5,4,Single Family,2881,213759,6,1,0,49,49,2200000.0,1140305.0,A,2000000-2500000
M73000004-26230182,Oakville,2,2,Condo,1110,213759,27,1,0,42,101,1230000.0,1140305.0,A,1200000-1300000
M73000004-26230183,Guelph,5,2,Multi-Family,995,143740,34,1,1,141,62,810657.0,678352.0,A,750000-800000
M73000004-26230188,Kitchener,4,2,Single Family,949,256885,11,0,0,55,49,714450.0,462327.0,A,650000-700000
M73000004-26230190,Kitchener,3,2,Single Family,1225,256885,38,0,0,168,88,599000.0,462327.0,A,550000-600000
M73000004-26230194,Springwater,3,3,Single Family,2327,21701,0,0,0,0,0,998999.0,1314437.0,B,950000-1000000
M73000004-26230197,Welland,2,1,Rental,1089,55750,6,1,0,58,30,2100.0,517843.0,B,0-25000
M73000004-26230198,Niagara Falls,5,3,Single Family,2100,94415,0,0,0,0,0,987400.0,597642.0,A,950000-1000000
M73000004-26230209,Hamilton,5,4,Single Family,1348,11059,3,0,0,25,10,699000.0,587574.0,A,650000-700000
M73000004-26230210,Oakville,3,3,Single Family,1818,213759,9,0,0,28,46,1189000.0,1140305.0,A,1100000-1200000
